,molSIDs,XLogP,MW,LipinskiFailures,nRotB,MLogP,nAtomLAC,nAtomP,nAtomLC,nB,nBase,nAtom,nAromBond,naAromAtom,ALogP,ALogp2,AMR,nAcid,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,tpsaEfficiency,Zagreb,WPATH,WPOL,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,VAdjMat,VABC,TopoPSA,topoShape,geomShape,PetitjeanNumber,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,khs.sLi,khs.ssBe,khs.ssssBe,khs.ssBH,khs.sssB,khs.ssssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sI,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,Kier1,Kier2,Kier3,HybRatio,fragC,FMF,ECCEN,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,nHBDon,nHBAcc,PPSA.1,PPSA.2,PPSA.3,PNSA.1,PNSA.2,PNSA.3,DPSA.1,DPSA.2,DPSA.3,FPSA.1,FPSA.2,FPSA.3,FNSA.1,FNSA.2,FNSA.3,WPSA.1,WPSA.2,WPSA.3,WNSA.1,WNSA.2,WNSA.3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,bpol,apol
253,49679967,3.49,266.077931,0,4,2.01,0,15,3,20,0,28,12,12,2.1119,4.46012161,65.9986,0,2,2,2,2,0,0,0,2,0,0,0,0.188553781,94,850,24,38.07688859,2.004046768,19.36081201,0,12.22178235,5.321928095,213.3298633,50.17,1,NA,0.5,0,0,0,0,7.365264337,7.608861118,1.475096265,0.685006711,0.944940787,0,0,0,0,0,0,0,1.953310881,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.39,7.135802469,5.12,0.083333333,499.07,0.789473684,376,13.71733218,9.054661458,8.518614276,6.020987953,4.488165321,3.331237944,2.131744061,1.414424425,9.594336359,5.279006672,3.586234391,2.167942737,1.252963718,0.752491382,0.33125141,0.159451136,2.727907122,3.263953437,3.281026651,0.54861432,0.496140936,0.410598522,1.918611262,0.288675135,0.433012702,0.144337567,0.37824842,0.013498731,0.035714286,0.004499577,0,0,0,0.185395406,0.172761015,0,0,0,0.046361774,0.035860957,0,0,5,4,2,1,0,0,0,864.2786984,962.2121177,1214.174733,1084.469983,789.2666596,24.94605362,23.10242723,34.94092352,29.5125103,23.80255683,0.483133402,-0.270829519,0.056847589,-0.117661597,0.165704461,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.747863,33.192137
254,49679586,2.124,386.1954055,0,11,2.78,4,11,12,29,0,54,12,12,1.8562,3.44547844,101.1428,0,2,2,2,2,0,0,0,2,0,0,0,0.2722456,134,2718,39,55.57871594,1.984954141,22.53679747,10.10928858,12.42750889,5.857980995,366.0195118,105.14,0.9,NA,0.473684211,0.052631579,3.310275331,1.812431158,0,11.80048332,14.27627746,0,2.225386982,0,0,0.897783528,0,0,0,0,0,0.2,1.069044968,0.111111111,0,0,0,0,0,0,2,0,4,0,0,8,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.27110583,12.6398892,8.345679012,0.3,2269.08,0.785714286,852,20.51829709,13.37991785,11.70426893,9.472235916,6.364486736,4.821074833,3.055667988,1.789670932,16.05258024,9.052516673,6.465670416,4.097826744,2.396849952,1.573431363,0.812794669,0.385154913,4.091984666,4.923982116,6.270489305,1.055548019,1.036449094,1.104678048,1.766988303,0,0.464615617,0,0.673691625,0,0.053745748,0,0,0,0,0.166666667,0.262891712,0,0,0,0.055555556,0.080400755,0,0,0,10,2,4,2,0,0,1561.581079,1725.277329,2176.775239,2110.109295,1704.986906,32.53779735,32.10056261,43.2592665,45.97441641,37.64692306,0.44248631,-0.303489896,0.128021824,-0.005030615,-0.052147089,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.979382,60.144618
255,49679117,4.729,270.0559907,0,2,2.67,0,18,0,21,0,30,17,17,4.2312,17.90305344,74.8474,0,3,3,3,3,0,0,1,2,0,0,0,0.140896708,100,718,28,39.01651254,2.05350066,11.6929319,2.589436767,6.580113747,5.392317423,223.1299973,38.05,0.833333333,NA,0.454545455,0,0,0,0,11.62394532,15.4643553,0,3.711512668,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.95918367,6.18549346,3.029585799,0,682.04,0.894736842,342,13.24227621,9.254020195,8.182218252,7.105366934,5.834533344,4.479732557,2.809493538,2.063475837,10.7490369,6.216691935,4.572532794,3.151795747,2.059203687,1.35382237,0.706049096,0.39054398,2.808843547,4.517371059,5.851965837,0.976238884,1.179482736,1.2694951,1.086624085,0,0.293217604,0,0.519019953,0,0.066337025,0,0,0,0.096225045,0.392731562,0.490692387,0,0,0.028867513,0.101630251,0.113190467,0,0,2,11,2,0,0,0,0,1266.608329,1479.827227,2037.076104,1887.91705,1578.240906,28.20737955,24.14238872,34.95236839,34.45037041,28.44341208,0.162066896,-0.051773163,-0.038548066,0.012758914,0.014946162,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.425277,38.916723
256,49679045,-0.444,461.1732902,0,10,2.56,2,13,3,34,2,59,12,12,1.1178,1.24947684,115.1369,0,3,2,3,2,0,0,0,3,0,0,0,0.308886059,162,3777,46,64.37342648,2.011669577,31.29610739,12.6601194,15.37710699,6.087462841,409.2550487,142.45,0.9,NA,0.473684211,0,1.740933298,0.903659199,0,16.57738854,16.57783612,0,2.554872647,0,0,0.75141308,0.338755165,0,0,0.210818511,0.19245009,0.111111111,0.942809042,0.333333333,0,0,0,0,0,0,1,0,6,0,0,8,0,0,0,2,4,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.60207612,12.63014939,8.628099174,0.333333333,2729.11,0.75,1004,23.13961743,15.24053331,14.33644324,10.54092382,8.515663169,6.459865813,4.123496151,2.904238309,17.98645181,10.43282703,7.807943173,5.278879379,3.506424764,2.349829197,1.240904946,0.743075394,4.718125672,6.674541839,7.759484429,1.670646914,1.924581722,1.911744099,3.033419009,0.288675135,0.516346035,0.144337567,1.031126743,0.029444386,0.08209255,0.009814795,0,0,0,0.25,0.336294492,0,0,0,0.105555556,0.12682841,0,0,2,12,0,6,0,0,0,2126.007044,2406.470131,3226.303897,3065.197896,2605.725007,43.79999972,45.88622662,57.48080283,55.73372352,50.47943802,0.860495986,-0.46266463,-0.191946503,0.517518979,-0.291846972,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.444589,67.373411
257,49678594,3.45,357.1510982,0,7,2.89,2,13,4,27,0,48,12,12,0.5692,0.32398864,91.9634,0,3,2,3,2,0,0,0,3,0,0,0,0.250342223,124,1878,34,51.07663797,2.043065519,17.65625136,5.326690064,9.259268657,5.754887502,328.9353377,89.41,0.888888889,NA,0.470588235,0,1.471002335,0.895091453,0,12.64155076,16.32765616,0,3.211699749,0,0,0,0.083333333,0,0,0,0,0.965489385,0,0,0,0,0,0,0,0,1,0,6,0,0,6,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75308642,10.36408163,6.282314765,0.421052632,1900.06,0.88,691,17.4849169,12.24151474,10.39211958,8.555001381,6.646145186,5.346973518,3.33742905,2.38520503,15.21976121,9.63288393,7.172062571,5.267313263,3.59364603,2.594538734,1.329868181,0.859529667,2.6459381,3.697864154,4.471634097,1.149034194,1.374077146,1.47239748,1.234380904,0,0.083333333,0,0.590544671,0,0.021516574,0,0,0,0,0.268728739,0.286244959,0,0,0,0.146506517,0.105005903,0,0,2,8,1,1,6,0,0,1672.991096,1883.697006,2422.255178,2322.356493,1906.277282,33.75663201,32.36055437,43.33221867,44.7788266,33.99739378,0.416498096,-0.191087669,-0.031110516,0.074515564,-0.120742069,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.277761,56.580239
258,49678211,4.067,324.0997737,0,5,3,3,19,4,26,0,40,17,16,3.452,11.916304,83.9655,0,3,3,2,2,0,0,0,3,0,0,0,0.202838772,124,1474,37,48.90268045,2.037611685,13.91145856,13.91145856,0,5.700439718,298.5337957,61.83,0.875,NA,0.466666667,0.066666667,2.747858859,2.512331857,0,9.136820203,21.37940152,0,7.582707997,0,0,0.111111111,1.111851572,0.444226384,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.78106509,8.589506173,4.803402647,0.157894737,1212.05,0.666666667,560,17.10408353,11.56288195,10.47203127,8.455332285,6.770060363,5.875973211,4.144935808,3.056303991,13.36715039,7.411973033,5.36635643,3.550557727,2.33810768,1.65157639,0.927852769,0.565192009,3.457867412,5.022881027,7.274011878,1.055901092,1.270122215,1.45449682,1.688281605,0,0.24759976,0,0.619848013,0,0.055726247,0,0,0,0,0.206930271,0.417573645,0,0,0,0.06656543,0.089149969,0,0,1,12,3,2,0,0,0,1461.361495,1707.774282,2378.202157,2425.329968,2012.406457,27.87234518,28.65673582,40.42748078,41.75957276,36.09538881,0.685317641,-0.339074807,-0.060143408,0.054058204,0.124259656,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.155312,48.118688
259,49677898,2.988,397.159076,0,7,2.78,4,12,7,27,1,54,10,9,2.3688,5.61121344,101.7297,0,3,2,2,1,0,0,1,2,0,0,0,0.186096717,128,25000001523,37,51.75286708,1.990494888,19.77550584,5.535894481,10.07374459,5.754887502,357.9757815,73.91,999.000999,NA,0.999000001,0.448140475,4.670796053,4.6247414,0,10.46770556,13.17188432,0,5.59537153,0,0,0,0.125,0,0,0,0,0,0.632455532,0.333333333,0,0,0,0,0,0,3,0,8,0,0,2,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.29080933,10.51862673,5.75,0.578947368,2375.07,0.692307692,-1834574902,17.81119031,12.0797187,10.68881552,8.911548554,7.163717912,5.517916178,3.910609494,2.818644072,17.4191819,9.880918251,7.659120027,5.773137671,4.114106573,2.861843475,1.874497354,1.209506917,3.763146088,5.430834318,7.378382173,2.143994146,2.763589017,3.356707697,1.54731369,0,0.414266427,0,0.954196586,0,0.195099923,0,0,0,0.096225045,0.349255947,0.538453403,0,0,0.06846532,0.176152443,0.243439525,0,0,1,4,2,9,2,0,0,1934.029424,2253.028167,3134.061453,3054.461061,2727.875399,42.46958192,32.66530181,47.63947231,46.75213218,45.61327906,0.543597026,-0.339508616,0.00098193,0.099684686,-0.086403089,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.463796,62.094204
260,49677808,3.929,276.2089304,0,0,3.22,0,2,0,23,0,48,0,0,-0.0445,0.00198025,74.9877,0,4,0,1,0,0,0,2,2,0,0,0,0.135042701,122,688,41,41.45135233,2.072567617,5.083024005,5.083024005,0,5.523561956,285.4023419,37.3,0.8,NA,0.444444444,0.166666667,4.337362596,3.623243793,1.788854382,8.457443972,18.21701456,6.173199274,5.310870658,5.534298756,0.25,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64839319,4.263157895,1.695290859,0.944444444,2221.02,0.8,306,14.12095586,9.449160848,9.724822778,9.014504147,7.822648395,6.087863215,4.557407765,3.504032055,12.89906748,8.647393545,8.714150838,8.06734997,6.889888459,5.247493213,3.962243783,2.96429089,6.325648029,10.80271417,14.81167122,5.465068048,9.180992585,12.20945661,2.394454046,0.23570226,1.085042522,0.238483943,2.095003931,0.23570226,0.894042641,0.19241841,0,0,0.166666667,0.643634553,1.215730985,0,0,0.155502117,0.518193535,0.9546713,0,0,0,1,0,2,9,4,2,1764.078,2229.035738,3592.440027,3601.955874,2719.088535,21.54893807,23.66418395,39.32836791,42.99255186,33.66045989,0.195129981,-0.048377715,-0.042206824,-0.006436496,0.000303469,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.567796,51.954204
261,49677746,3.66,330.1592947,0,4,2.89,0,16,2,28,0,43,22,21,3.0652,9.39545104,99.9306,0,4,4,3,3,0,0,1,3,0,0,0,0.207536184,134,1593,39,51.87930092,2.075172037,19.11581585,0,19.11581585,5.807354922,283.770306,68.52,1,NA,0.5,0.333333333,2.939372485,3.419007082,0,9.23610639,16.85072901,0,5.991548302,0,0,0,0,0,0,0,0,2.470726973,1.649384888,0,0,0,0,0,0,0,2,0,1,0,0,9,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.36734694,8.347140039,4.135279459,0.157894737,1516.06,0.92,581,17.22540387,12.22034669,10.86898348,9.565778994,7.821169575,6.380493725,4.355560163,3.251634491,14.13932718,8.113254363,5.999319378,4.283616119,2.719733249,1.794208036,0.997286712,0.590806709,3.791175946,5.730223358,7.878754117,1.50268938,1.673857191,1.851771058,1.41711029,0,0.413860541,0,0.709132347,0,0.141751527,0,0,0,0.096225045,0.417297329,0.69893381,0,0,0.028867513,0.105112676,0.156363103,0,0,5,6,4,3,0,0,0,1688.914466,1989.490322,2788.710369,2717.390413,2322.872458,27.15988181,30.18798157,42.24030604,42.68361896,36.65551921,0.369633266,-0.223846286,0.123211,-0.252645814,0.281768448,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.277726,52.042274
262,49677239,2.86,323.085911,0,3,2.45,3,10,4,23,0,39,10,9,3.3508,11.22786064,87.7815,0,3,2,2,1,0,0,1,2,0,0,0,0.200194431,112,999,32,42.77766377,2.037031608,18.29242721,2.500304891,10.08156128,5.523561956,271.4451576,64.68,1,NA,0.5,0.5,2.187361231,2.491802532,0,5.958037473,12.14748853,0,3.820238898,0,0,0,0,0,0,0,0,0,0.632455532,0.333333333,0,0,0,0,0,0,2,0,4,0,0,3,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87901701,6.629935721,3.50459708,0.466666667,1261.06,0.714285714,417,14.98276318,10.0417139,9.447861273,7.891339644,6.105760749,4.853244954,3.437567234,2.585556639,13.74635557,8.336563526,7.021055524,5.009018911,3.798128288,2.606641342,1.675455972,1.1677624,3.82972157,5.13826119,6.705605679,2.083289847,2.839457377,3.261342018,1.647791891,0,0.455341801,0,1.117769701,0,0.185937732,0,0,0,0.096225045,0.343013034,0.553135067,0,0,0.06846532,0.183731825,0.261562697,0,0,1,6,0,6,0,1,0,1693.48618,1996.472171,2807.258002,2590.98012,2104.561052,36.69511289,29.95288849,46.87882964,45.60048577,41.66917732,0.381300213,-0.256240481,0.112417629,-0.005888401,-0.165911448,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.615726,47.584274
263,49677156,3.081,437.0998469,0,9,2.78,3,20,8,29,1,52,15,14,4.2607,18.15356449,114.57,0,3,3,2,2,0,0,2,1,0,0,0,0.233699464,136,27000001957,36,55.66118875,1.987899598,22.34338729,5.513188305,9.649286201,5.857980995,374.9714141,102.15,999.000999,NA,0.999000001,0.454280148,4.803403385,2.737090075,0,10.85790047,16.39582771,0,4.335286184,0,0,0,0.125,0,0,0,0,0,0.632455532,0.333333333,0,0,0,0,0,0,3,0,3,0,2,6,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.27110583,12,7.038733861,0.3,2053.08,0.642857143,-2129542202,19.22540387,13.06288195,11.55956489,9.075128884,7.439222213,5.420750357,4.237543753,2.988933358,18.57249448,10.47362348,8.189259065,5.739430236,4.137764353,2.487650919,1.718702927,1.058474429,3.403070191,5.127107707,6.386205316,1.872703668,2.412331614,2.476823312,1.688281605,0,0.24759976,0,1.083955767,0,0.107578716,0,0,0,0.240562612,0.361741773,0.501941251,0,0,0.18631645,0.201773206,0.227048774,0,0,2,11,0,4,0,0,0,2185.88994,2521.343553,3419.73349,3141.078566,3059.755565,50.59733496,38.00487222,54.64855604,47.53263974,51.00349658,0.518368052,-0.336183385,0.143871673,-0.091495852,-0.113174588,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.370968,64.087032
264,49676527,2.439,303.1405335,0,3,2.67,3,10,4,23,0,42,10,9,3.3809,11.43048481,87.092,0,3,2,2,1,0,0,1,2,0,0,0,0.213366386,114,989,32,42.69588982,2.033137611,15.75006993,2.502286319,10.08090112,5.523561956,273.5300745,64.68,0.833333333,NA,0.454545455,1.5,3.504334639,2.067892616,3,8.130617566,9.868959933,1.395513519,1.903766021,0.903602004,0,0,0,0,0,0,0,0,0.632455532,0.333333333,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87901701,6.24567474,3.50459708,0.5,1516.05,0.714285714,395,15.03516943,9.948508308,9.865660925,7.833789734,5.987413131,4.681347997,3.19792515,2.484882016,13.61246215,8.165557541,7.502512157,4.858789707,3.587701464,2.473604141,1.510977169,1.059326885,4.386543666,5.74779693,7.256415533,2.300896832,3.071184063,3.458279724,2.366025404,0.288675135,0.75,0.166666667,1.883051249,0.25,0.266633203,0.045643546,0,0,0.096225045,0.358304986,0.515548583,0,0,0.06846532,0.187453341,0.24356522,0,0,1,6,0,7,0,0,1,1661.250706,1959.275645,2779.306288,2509.555941,2058.061841,28.98216298,28.00111785,43.97528836,42.1952184,32.8368131,0.354114239,-0.251301587,0.11501624,-0.000740418,-0.151904232,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.475347,49.164653
265,49676468,1.951,273.1001081,0,6,2.56,3,12,4,21,0,35,11,11,2.7201,7.39894401,72.235,1,2,2,2,2,0,0,1,1,0,0,0,0.291248512,98,916,25,39.89512064,1.994756032,13.44212498,10.38803545,3.054089525,5.392317423,249.1857668,79.54,0.833333333,NA,0.454545455,0,1.392316378,1.237989848,0,7.369517673,13.62635614,0,4.271270775,0,0,0.721124785,0.405480133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.37188209,7.852040816,5.05785124,0.2,916.05,0.75,369,14.53516943,9.558550648,8.654882146,6.400425088,5.148695912,3.650903485,2.104329214,1.297940955,11.05027364,6.235244032,4.41127134,2.826039218,1.847535245,1.115237638,0.522452834,0.279862087,2.56525325,3.768062588,4.321126683,0.748618702,0.917246906,0.846040786,1.417557178,0,0.204124145,0,0.463334361,0,0.03400949,0,0,0,0.11785113,0.284517797,0.249296986,0,0,0.034020691,0.08585473,0.068844384,0,0,2,9,1,1,2,0,0,1063.346433,1196.302578,1554.79256,1377.195916,1171.204958,23.45785644,22.99282375,32.15112027,27.98937157,27.09602288,0.479607037,-0.21138133,0.013897556,-0.081181339,0.025173279,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.890105,40.709895
266,49676458,2.825,459.2304112,0,9,3,0,21,5,34,1,65,12,12,3.418,11.682724,125.4654,0,3,2,3,2,0,0,0,3,0,0,0,0.203318416,164,3011,52,64.22826245,2.007133202,27.03820662,7.523316108,16.05108455,6.087462841,428.9030233,93.37,1,NA,0.5,0.555925786,7.754544685,3.48256991,0,14.64518098,18.59724681,0,4.120515547,0,0,0.650697637,0,0,0,0,0,0.5,1.108114132,0.550321208,0,0,0,0,0,0,4,0,6,0,0,7,0,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.60207612,12.109375,7.014243483,0.434782609,3497.09,0.65625,740,23.30275414,15.23875053,13.99112323,11.37348551,8.98992985,6.710795442,4.492124571,3.505718876,19.46246829,11.32529887,8.487332755,6.223321204,4.103479127,2.631712639,1.465867509,0.906174447,5.871179203,8.743347978,10.98023742,2.423436668,3.031768816,3.203688923,2.738924383,0.166666667,0.758091231,0.166666667,1.220351025,0.022807523,0.183827331,0.019006269,0,0,0,0.234708048,0.395121678,0,0,0,0.101834039,0.154175277,0,0,0,11,1,9,0,0,0,2533.555286,2940.993236,4120.520592,4385.420782,4024.373313,42.25106165,45.22231455,60.85198563,64.38184052,59.09489127,0.58644176,-0.421753636,0.150889696,0.075089121,-0.206246071,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.769831,73.290169
